     0          0.00000315
     1          0.00000631
     2          0.00000631
     3          0.00000946
     4          0.00000946
     5          0.00001577
     6          0.00003154
     7          0.00005046
     8          0.00005361
     9          0.00007569
    10          0.00007884
    11          0.00009777
    12          0.00014192
    13          0.00017346
    14          0.00023653
    15          0.00029330
    16          0.00035322
    17          0.00042576
    18          0.00052983
    19          0.00070329
    20          0.00096505
    21          0.00128989
    22          0.00164311
    23          0.00216348
    24          0.00281946
    25          0.00361421
    26          0.00475902
    27          0.00617191
    28          0.00793170
    29          0.01014249
    30          0.01303764
    31          0.01675907
    32          0.02143610
    33          0.02747554
    34          0.03426243
    35          0.04285958
    36          0.05311875
    37          0.06541526
    38          0.07960086
    39          0.09549896
    40          0.11347853
    41          0.13313591
    42          0.15301405
    43          0.17400231
    44          0.19478873
    45          0.21505478
    46          0.23373765
    47          0.25164468
    48          0.26800323
    49          0.28243483
    50          0.29520124
    51          0.30663992
    52          0.31676033
    53          0.32516825
    54          0.33309996
    55          0.33921194
    56          0.34537438
    57          0.35065377
    58          0.35470320
    59          0.35807457
    60          0.36115579
    61          0.36383333
    62          0.36576658
    63          0.36799944
    64          0.36966778
    65          0.37049091
    66          0.37247463
    67          0.37429435
    68          0.37595322
    69          0.37725573
    70          0.37811986
    71          0.37875376
    72          0.37939397
    73          0.37985758
    74          0.37976612
    75          0.37986388
    76          0.38075009
    77          0.38112539
    78          0.38162368
    79          0.38208098
    80          0.38223866
    81          0.38254458
    82          0.38272119
    83          0.38301764
    84          0.38332671
    85          0.37986388
    86          0.38075009
    87          0.38112539
    88          0.38162368
    89          0.38208098
