     0          0.00000315
     1          0.00000631
     2          0.00002523
     3          0.00004415
     4          0.00007569
     5          0.00011038
     6          0.00016399
     7          0.00031852
     8          0.00055190
     9          0.00096188
    10          0.00182599
    11          0.00326092
    12          0.00591634
    13          0.01072888
    14          0.01953401
    15          0.03483891
    16          0.06176519
    17          0.10772089
    18          0.18163097
    19          0.29161305
    20          0.43189272
    21          0.58176595
    22          0.71141134
    23          0.80243024
    24          0.85595481
    25          0.88514545
    26          0.90001198
    27          0.90826206
    28          0.91318183
    29          0.91640806
    30          0.91797861
    31          0.91902563
    32          0.91953653
    33          0.92073178
    34          0.92042588
    35          0.92034388
    36          0.92019566
    37          0.92081063
    38          0.92031865
    39          0.92082324
    40          0.92024296
    41          0.91999067
    42          0.92029657
    43          0.92006635
    44          0.92086109
    45          0.92048895
    46          0.92026504
    47          0.92079801
    48          0.92034388
    49          0.92052364
    50          0.92036596
    51          0.92048264
    52          0.92005059
    53          0.92090208
    54          0.92107238
    55          0.92086109
    56          0.92098093
    57          0.92099985
    58          0.92132783
    59          0.92125214
    60          0.92160536
    61          0.92150129
    62          0.92162428
    63          0.92075071
    64          0.92034073
    65          0.92013258
    66          0.92089262
    67          0.92127107
    68          0.92134360
    69          0.92114492
    70          0.92078540
    71          0.92153282
    72          0.92190496
    73          0.92110392
    74          0.92087685
    75          0.92115753
    76          0.92073809
    77          0.92050787
    78          0.92044164
    79          0.92065294
    80          0.91981406
    81          0.92083586
    82          0.92111023
    83          0.92123322
    84          0.92027134
    85          0.92115753
    86          0.92073809
    87          0.92050787
    88          0.92044164
    89          0.92065294
