     0          0.00000315
     1          0.00000315
     2          0.00000315
     3          0.00000631
     4          0.00001892
     5          0.00003154
     6          0.00002208
     7          0.00002208
     8          0.00002523
     9          0.00004415
    10          0.00007254
    11          0.00011354
    12          0.00025230
    13          0.00051722
    14          0.00108490
    15          0.00245049
    16          0.00521320
    17          0.01091838
    18          0.02078655
    19          0.03518355
    20          0.05282894
    21          0.07302573
    22          0.09336130
    23          0.11297464
    24          0.13215908
    25          0.14926517
    26          0.16454207
    27          0.17858269
    28          0.19148165
    29          0.20132143
    30          0.21056516
    31          0.21882490
    32          0.22539107
    33          0.23146525
    34          0.23673206
    35          0.24090135
    36          0.24508011
    37          0.24852403
    38          0.25126782
    39          0.25371515
    40          0.25604895
    41          0.25769522
    42          0.26008263
    43          0.26161537
    44          0.26333733
    45          0.26424877
    46          0.26524536
    47          0.26634288
    48          0.26735209
    49          0.26782831
    50          0.26867983
    51          0.26969850
    52          0.27044279
    53          0.27089693
    54          0.27144254
    55          0.27213006
    56          0.27202283
    57          0.27220575
    58          0.27259997
    59          0.27269774
    60          0.27278289
    61          0.27303204
    62          0.27328119
    63          0.27360603
    64          0.27406648
    65          0.27422732
    66          0.27420209
    67          0.27413902
    68          0.27404441
    69          0.27482970
    70          0.27498738
    71          0.27496531
    72          0.27476031
    73          0.27464993
    74          0.27432825
    75          0.27475716
    76          0.27493377
    77          0.27471616
    78          0.27473508
    79          0.27495269
    80          0.27487700
    81          0.27491800
    82          0.27523653
    83          0.27492431
    84          0.27468147
    85          0.27475716
    86          0.27493377
    87          0.27471616
    88          0.27473508
    89          0.27495269
