     0          0.00000315
     1          0.00002219
     2          0.00015516
     3          0.00108338
     4          0.00753288
     5          0.05059092
     6          0.27211342
     7          0.53853085
     8          0.12352923
     9          0.00339063
    10          0.00009384
    11          0.00000068
    12          0.00000000
    13          0.00000000
    14          0.00000000
    15          0.00000000
    16          0.00000000
    17          0.00000000
    18          0.00000000
    19          0.00000000
    20          0.00000000
    21          0.00000000
