     0          0.00000315
     1          0.00000946
     2          0.00001577
     3          0.00001261
     4          0.00002208
     5          0.00003154
     6          0.00005046
     7          0.00007254
     8          0.00008830
     9          0.00011353
    10          0.00015138
    11          0.00022076
    12          0.00028068
    13          0.00036268
    14          0.00054559
    15          0.00074112
    16          0.00099657
    17          0.00134978
    18          0.00184491
    19          0.00257342
    20          0.00348484
    21          0.00461701
    22          0.00610241
    23          0.00824061
    24          0.01121771
    25          0.01544051
    26          0.02053689
    27          0.02750341
    28          0.03629907
    29          0.04808129
    30          0.06286583
    31          0.08120143
    32          0.10368415
    33          0.13008692
    34          0.16040342
    35          0.19434668
    36          0.23069621
    37          0.26750618
    38          0.30327859
    39          0.33558507
    40          0.36459595
    41          0.38904342
    42          0.40977584
    43          0.42680265
    44          0.44050863
    45          0.45144566
    46          0.45908391
    47          0.46547646
    48          0.47123196
    49          0.47469157
    50          0.47749836
    51          0.47975956
    52          0.48216899
    53          0.48373322
    54          0.48522808
    55          0.48665355
    56          0.48730006
    57          0.48772896
    58          0.48775734
    59          0.48824301
    60          0.48836916
    61          0.48881068
    62          0.49004377
    63          0.48999962
    64          0.49062405
    65          0.49150078
    66          0.49116649
    67          0.49124533
    68          0.49103719
    69          0.49104034
    70          0.49089212
    71          0.49082589
    72          0.49126425
    73          0.49074074
    74          0.49100565
    75          0.49153547
    76          0.49080381
    77          0.49169000
    78          0.49156386
    79          0.49169000
    80          0.49121064
    81          0.49119803
    82          0.49095204
    83          0.49088896
    84          0.49106242
    85          0.49153547
    86          0.49080381
    87          0.49169000
    88          0.49156386
    89          0.49169000
