1               1                   
2               304                 
3               1929                
4               1930                
5               1929                
6               1928                
7               1929                
8               1929                
9               1930                
10              1930                
11              1928                
12              1930                
13              1930                
14              1928                
15              1930                
16              1930                
17              1930                
18              1929                
19              1930                
20              1930                
21              1928                
22              1930                
23              1929                
24              1930                
25              1930                
26              1930                
27              1929                
28              1930                
29              1930                
30              1930                
31              1928                
32              1929                
33              1930                
34              1930                
35              1929                
36              1930                
37              1930                
38              1929                
39              1930                
40              1930                
41              1928                
42              1930                
43              1929                
44              1929                
45              1930                
46              1930                
47              1929                
48              1929                
49              1930                
50              1930                
51              1929                
52              1929                
53              1930                
54              1930                
55              1930                
56              1930                
57              1928                
58              1930                
59              1930                
60              1930                
60              1930   
