     0          0.00000315
     1          0.00000315
     2          0.00000315
     3          0.00000315
     4          0.00000315
     5          0.00000315
     6          0.00000315
     7          0.00000631
     8          0.00000946
     9          0.00001577
    10          0.00002208
    11          0.00003154
    12          0.00005046
    13          0.00008515
    14          0.00017346
    15          0.00036268
    16          0.00085151
    17          0.00203417
    18          0.00634221
    19          0.01717537
    20          0.03724589
    21          0.06879608
    22          0.11018916
    23          0.15629711
    24          0.20053488
    25          0.23831059
    26          0.26882951
    27          0.29307561
    28          0.31114980
    29          0.32526917
    30          0.33516251
    31          0.34374074
    32          0.35043932
    33          0.35483881
    34          0.35810611
    35          0.36091295
    36          0.36335081
    37          0.36469115
    38          0.36645095
    39          0.36795214
    40          0.36923256
    41          0.37031115
    42          0.37081575
    43          0.37081575
    44          0.37103021
    45          0.37122259
    46          0.37161681
    47          0.37185965
    48          0.37209302
    49          0.37225702
    50          0.37238317
    51          0.37264178
    52          0.37268278
    53          0.37262285
    54          0.37281839
    55          0.37263547
    56          0.37269224
    57          0.37269539
    58          0.37290039
    59          0.37298869
    60          0.37304230
    61          0.37271431
    62          0.37252509
    63          0.37280262
    64          0.37292246
    65          0.37337345
    66          0.37313061
    67          0.37249355
    68          0.37296661
    69          0.37312746
    70          0.37308646
    71          0.37288462
    72          0.37319684
    73          0.37292562
    74          0.37297608
    75          0.37318422
    76          0.37364152
    77          0.37353744
    78          0.37326622
    79          0.37359737
    80          0.37333560
    81          0.37340499
    82          0.37345860
    83          0.37313376
    84          0.37336714
    85          0.37318422
    86          0.37364152
    87          0.37353744
    88          0.37326622
    89          0.37359737
