     0          0.00095556
     1          0.00673941
     2          0.02244158
     3          0.05219023
     4          0.09037182
     5          0.12857548
     6          0.14924154
     7          0.14895771
     8          0.12973919
     9          0.10191744
    10          0.07087893
    11          0.04504084
    12          0.02648144
    13          0.01395818
    14          0.00689394
    15          0.00321675
    16          0.00146961
    17          0.00059605
    18          0.00020814
    19          0.00009776
    20          0.00001577
    21          0.00000946
    23          0.00000315
