     0          0.00000315
     1          0.00002404
     2          0.00083303
     3          0.02297031
     4          0.25998303
     5          0.54124851
     6          0.16433147
     7          0.01041347
     8          0.00019204
     9          0.00000094
    10          0.00000000
    11          0.00000000
    12          0.00000000
    13          0.00000000
    14          0.00000000
    15          0.00000000
    16          0.00000000
    17          0.00000000
    18          0.00000000
    19          0.00000000
    20          0.00000000
    21          0.00000000
    
