1               1                   
2               278                 
3               2155                
4               2154                
5               2154                
6               2155                
7               2154                
8               2154                
9               2155                
10              2154                
11              2154                
12              2153                
13              2154                
14              2155                
15              2153                
16              2155                
17              2155                
18              2155                
19              2155                
20              2154                
21              2155                
22              2155                
23              2154                
24              2154                
25              2154                
26              2154                
27              2155                
28              2154                
29              2154                
30              2155                
31              2154                
32              2154                
33              2154                
34              2155                
35              2155                
36              2155                
37              2153                
38              2155                
39              2155                
40              2154                
41              2154                
42              2155                
43              2155                
44              2155                
45              2153                
46              2154                
47              2155                
48              2155                
49              2155                
50              2155                
51              2155                
52              2154                
53              2155                
54              2155                
55              2155                
56              2154                
57              2155                
58              2155                
59              2154                
60              2155                
60              2154                
